"module name","license","repository"
"@babel/plugin-transform-regenerator@7.14.5","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-reserved-words@7.14.5","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-runtime@7.15.8","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-shorthand-properties@7.14.5","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-spread@7.15.8","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-sticky-regex@7.14.5","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-template-literals@7.14.5","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-typeof-symbol@7.14.5","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-unicode-escapes@7.14.5","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-unicode-regex@7.14.5","MIT","https://github.com/babel/babel"
"@babel/preset-env@7.15.8","MIT","https://github.com/babel/babel"
"@babel/preset-modules@0.1.4","MIT",""
"@babel/runtime@7.15.4","MIT","https://github.com/babel/babel"
"@babel/template@7.15.4","MIT","https://github.com/babel/babel"
"@babel/traverse@7.15.4","MIT","https://github.com/babel/babel"
"@babel/types@7.15.6","MIT","https://github.com/babel/babel"
"@bcoe/v8-coverage@0.2.3","MIT","https://github.com/demurgos/v8-coverage"
"@cnakazawa/watch@1.0.4","Apache-2.0","https://github.com/mikeal/watch"
"@cypress/request@2.88.6","Apache-2.0","https://github.com/cypress-io/request"
"@cypress/xvfb@1.2.4","MIT","https://github.com/cypress-io/xvfb"
"@eslint/eslintrc@1.0.3","MIT","https://github.com/eslint/eslintrc"
"@fortawesome/fontawesome-free@5.15.4","(CC-BY-4.0 AND OFL-1.1 AND MIT)","https://github.com/FortAwesome/Font-Awesome"
"@hapi/hoek@9.2.1","BSD-3-Clause","https://github.com/hapijs/hoek"
"@hapi/topo@5.1.0","BSD-3-Clause","https://github.com/hapijs/topo"
"@humanwhocodes/config-array@0.6.0","Apache-2.0","https://github.com/humanwhocodes/config-array"
"@humanwhocodes/object-schema@1.2.0","BSD-3-Clause","https://github.com/humanwhocodes/object-schema"
"@istanbuljs/load-nyc-config@1.1.0","ISC","https://github.com/istanbuljs/load-nyc-config"
"@istanbuljs/schema@0.1.3","MIT","https://github.com/istanbuljs/schema"
"@jest/console@26.6.2","MIT","https://github.com/facebook/jest"
"@jest/console@27.3.1","MIT","https://github.com/facebook/jest"
"@jest/core@26.6.3","MIT","https://github.com/facebook/jest"
"@jest/core@27.3.1","MIT","https://github.com/facebook/jest"
"@jest/environment@26.6.2","MIT","https://github.com/facebook/jest"
"@jest/environment@27.3.1","MIT","https://github.com/facebook/jest"
"@jest/fake-timers@26.6.2","MIT","https://github.com/facebook/jest"
"@jest/fake-timers@27.3.1","MIT","https://github.com/facebook/jest"
"@jest/globals@26.6.2","MIT","https://github.com/facebook/jest"
"@jest/globals@27.3.1","MIT","https://github.com/facebook/jest"
"@jest/reporters@26.6.2","MIT","https://github.com/facebook/jest"
"@jest/reporters@27.3.1","MIT","https://github.com/facebook/jest"
"@jest/source-map@26.6.2","MIT","https://github.com/facebook/jest"
"@jest/source-map@27.0.6","MIT","https://github.com/facebook/jest"
"@jest/test-result@26.6.2","MIT","https://github.com/facebook/jest"
"@jest/test-result@27.3.1","MIT","https://github.com/facebook/jest"
"@jest/test-sequencer@26.6.3","MIT","https://github.com/facebook/jest"
"@jest/test-sequencer@27.3.1","MIT","https://github.com/facebook/jest"
"@jest/transform@26.6.2","MIT","https://github.com/facebook/jest"
"@jest/transform@27.3.1","MIT","https://github.com/facebook/jest"
"@jest/types@26.6.2","MIT","https://github.com/facebook/jest"
"@jest/types@27.2.5","MIT","https://github.com/facebook/jest"
"@nodelib/fs.scandir@2.1.5","MIT","https://github.com/nodelib/nodelib/tree/master/packages/fs/fs.scandir"
"@nodelib/fs.stat@2.0.5","MIT","https://github.com/nodelib/nodelib/tree/master/packages/fs/fs.stat"
"@nodelib/fs.walk@1.2.8","MIT","https://github.com/nodelib/nodelib/tree/master/packages/fs/fs.walk"
"@polka/url@1.0.0-next.21","MIT","https://github.com/lukeed/polka"
"@popperjs/core@2.10.2","MIT","https://github.com/popperjs/popper-core"
"@sideway/address@4.1.2","BSD-3-Clause","https://github.com/sideway/address"
"@sideway/formula@3.0.0","BSD-3-Clause","https://github.com/sideway/formula"
"@sideway/pinpoint@2.0.0","BSD-3-Clause","https://github.com/sideway/pinpoint"
"@sinonjs/commons@1.8.3","BSD-3-Clause","https://github.com/sinonjs/commons"
"@sinonjs/fake-timers@6.0.1","BSD-3-Clause","https://github.com/sinonjs/fake-timers"
"@sinonjs/fake-timers@8.0.1","BSD-3-Clause","https://github.com/sinonjs/fake-timers"
"@soda/friendly-errors-webpack-plugin@1.8.0","MIT","https://github.com/sodatea/friendly-errors-webpack-plugin"
"@soda/get-current-script@1.0.2","MIT","https://github.com/sodatea/get-current-script"
"@tootallnate/once@1.1.2","MIT","https://github.com/TooTallNate/once"
"@trysound/sax@0.2.0","ISC","https://github.com/svg/sax"
"@types/babel__core@7.1.16","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/babel__generator@7.6.2","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/babel__template@7.0.3","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/babel__traverse@7.0.15","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/body-parser@1.19.1","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/bonjour@3.5.9","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/connect-history-api-fallback@1.3.5","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/connect@3.4.35","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/eslint-scope@3.7.1","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/eslint@7.28.2","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/estree@0.0.50","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/express-serve-static-core@4.17.24","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/express@4.17.13","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/graceful-fs@4.1.5","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/html-minifier-terser@6.0.0","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/http-proxy@1.17.7","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/istanbul-lib-coverage@2.0.3","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/istanbul-lib-report@3.0.0","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/istanbul-reports@3.0.1","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/jest@27.0.2","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/json-schema@7.0.9","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/mime@1.3.2","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/minimist@1.2.0","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/node@14.17.27","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/normalize-package-data@2.4.1","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/parse-json@4.0.0","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/prettier@2.4.1","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/qs@6.9.7","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/range-parser@1.2.4","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/retry@0.12.1","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/serve-index@1.9.1","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/serve-static@1.13.10","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/sinonjs__fake-timers@6.0.4","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/sizzle@2.3.2","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/stack-utils@2.0.1","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/strip-bom@3.0.0","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/strip-json-comments@0.0.30","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/webpack-dev-middleware@5.0.2","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/webpack-dev-server@4.3.1","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/webpack-env@1.15.3","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/yargs-parser@15.0.0","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/yargs@15.0.14","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/yargs@16.0.4","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/yauzl@2.9.2","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@typescript-eslint/eslint-plugin@5.2.0","MIT","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/experimental-utils@5.2.0","MIT","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/parser@5.2.0","BSD-2-Clause","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/scope-manager@5.2.0","MIT","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/types@5.2.0","MIT","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/typescript-estree@5.2.0","BSD-2-Clause","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/visitor-keys@5.2.0","MIT","https://github.com/typescript-eslint/typescript-eslint"
"@vue/babel-helper-vue-jsx-merge-props@1.2.1","MIT","https://github.com/vuejs/jsx/tree/master/packages/babel-helper-vue-jsx-merge-props"
"@vue/babel-helper-vue-transform-on@1.0.2","MIT",""
"@vue/babel-plugin-jsx@1.1.1","MIT","https://github.com/vuejs/jsx-next"
"@vue/babel-plugin-transform-vue-jsx@1.2.1","MIT","https://github.com/vuejs/jsx/tree/master/packages/babel-plugin-transform-vue-jsx"
"@vue/babel-preset-app@5.0.0-beta.6","MIT","https://github.com/vuejs/vue-cli"
"@vue/babel-preset-jsx@1.2.4","MIT","https://github.com/vuejs/jsx/tree/master/packages/babel-preset-jsx"
"@vue/babel-sugar-composition-api-inject-h@1.2.1","MIT","https://github.com/vuejs/jsx/tree/master/packages/babel-sugar-composition-api-inject-h"
"@vue/babel-sugar-composition-api-render-instance@1.2.4","MIT","https://github.com/vuejs/jsx/tree/master/packages/babel-sugar-composition-api-render-instance"
"@vue/babel-sugar-functional-vue@1.2.2","MIT","https://github.com/vuejs/jsx/tree/master/packages/babel-sugar-functional-vue"
"@vue/babel-sugar-inject-h@1.2.2","MIT","https://github.com/vuejs/jsx/tree/master/packages/babel-sugar-inject-h"
"@vue/babel-sugar-v-model@1.2.3","MIT","https://github.com/vuejs/jsx/tree/master/packages/babel-sugar-v-model"
"@vue/babel-sugar-v-on@1.2.3","MIT","https://github.com/vuejs/jsx/tree/master/packages/babel-sugar-v-on"
"@vue/cli-overlay@5.0.0-beta.6","MIT","https://github.com/vuejs/vue-cli"
"@vue/cli-plugin-babel@5.0.0-beta.6","MIT","https://github.com/vuejs/vue-cli"
"@vue/cli-plugin-e2e-cypress@5.0.0-beta.6","MIT","https://github.com/vuejs/vue-cli"
"@vue/cli-plugin-eslint@5.0.0-beta.6","MIT","https://github.com/vuejs/vue-cli"
"@vue/cli-plugin-router@5.0.0-beta.6","MIT","https://github.com/vuejs/vue-cli"
"@vue/cli-plugin-typescript@5.0.0-beta.6","MIT","https://github.com/vuejs/vue-cli"
"@vue/cli-plugin-unit-jest@5.0.0-beta.6","MIT","https://github.com/vuejs/vue-cli"
"@vue/cli-plugin-vuex@5.0.0-beta.6","MIT","https://github.com/vuejs/vue-cli"
"@vue/cli-service@5.0.0-beta.6","MIT","https://github.com/vuejs/vue-cli"
"@vue/cli-shared-utils@5.0.0-beta.6","MIT","https://github.com/vuejs/vue-cli"
"@vue/compiler-core@3.2.20","MIT","https://github.com/vuejs/vue-next"
"@vue/compiler-dom@3.2.20","MIT","https://github.com/vuejs/vue-next"
"@vue/compiler-sfc@3.2.20","MIT","https://github.com/vuejs/vue-next"
"@vue/compiler-ssr@3.2.20","MIT","https://github.com/vuejs/vue-next"
"@vue/component-compiler-utils@3.3.0","MIT","https://github.com/vuejs/component-compiler-utils"
"@vue/devtools-api@6.0.0-beta.19","MIT","https://github.com/vuejs/vue-devtools"
"@vue/eslint-config-prettier@6.0.0","MIT","https://github.com/vuejs/eslint-config-prettier"
"@vue/eslint-config-typescript@8.0.0","MIT","https://github.com/vuejs/eslint-config-typescript"
"@vue/reactivity@3.2.20","MIT","https://github.com/vuejs/vue-next"
"@vue/ref-transform@3.2.20","MIT","https://github.com/vuejs/vue-next"
"@vue/runtime-core@3.2.20","MIT","https://github.com/vuejs/vue-next"
"@vue/runtime-dom@3.2.20","MIT","https://github.com/vuejs/vue-next"
"@vue/server-renderer@3.2.20","MIT","https://github.com/vuejs/vue-next"
"@vue/shared@3.2.20","MIT","https://github.com/vuejs/vue-next"
"@vue/test-utils@2.0.0-rc.16","MIT",""
"@vue/web-component-wrapper@1.3.0","MIT","https://github.com/vuejs/web-component-wrapper"
"@webassemblyjs/ast@1.11.1","MIT","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/floating-point-hex-parser@1.11.1","MIT","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/helper-api-error@1.11.1","MIT","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/helper-buffer@1.11.1","MIT","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/helper-numbers@1.11.1","MIT","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/helper-wasm-bytecode@1.11.1","MIT","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/helper-wasm-section@1.11.1","MIT","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/ieee754@1.11.1","MIT","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/leb128@1.11.1","Apache-2.0","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/utf8@1.11.1","MIT","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/wasm-edit@1.11.1","MIT","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/wasm-gen@1.11.1","MIT","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/wasm-opt@1.11.1","MIT","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/wasm-parser@1.11.1","MIT","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/wast-printer@1.11.1","MIT","https://github.com/xtuc/webassemblyjs"
"@xtuc/ieee754@1.2.0","BSD-3-Clause","https://github.com/feross/ieee754"
"@xtuc/long@4.2.2","Apache-2.0","https://github.com/dcodeIO/long.js"
"abab@2.0.5","BSD-3-Clause","https://github.com/jsdom/abab"
"abbrev@1.1.1","ISC","https://github.com/isaacs/abbrev-js"
"accepts@1.3.7","MIT","https://github.com/jshttp/accepts"
"acorn-globals@6.0.0","MIT","https://github.com/ForbesLindesay/acorn-globals"
"acorn-import-assertions@1.8.0","MIT","https://github.com/xtuc/acorn-import-assertions"
"acorn-jsx@5.3.2","MIT","https://github.com/acornjs/acorn-jsx"
"acorn-walk@7.2.0","MIT","https://github.com/acornjs/acorn"
"acorn-walk@8.2.0","MIT","https://github.com/acornjs/acorn"
"acorn@7.4.1","MIT","https://github.com/acornjs/acorn"
"acorn@8.5.0","MIT","https://github.com/acornjs/acorn"
"address@1.1.2","MIT","https://github.com/node-modules/address"
"agent-base@6.0.2","MIT","https://github.com/TooTallNate/node-agent-base"
"aggregate-error@3.1.0","MIT","https://github.com/sindresorhus/aggregate-error"
"ajv-keywords@3.5.2","MIT","https://github.com/epoberezkin/ajv-keywords"
"ajv@6.12.6","MIT","https://github.com/ajv-validator/ajv"
"alphanum-sort@1.0.2","MIT","https://github.com/TrySound/alphanum-sort"
"ansi-colors@4.1.1","MIT","https://github.com/doowb/ansi-colors"
"ansi-escapes@3.2.0","MIT","https://github.com/sindresorhus/ansi-escapes"
"ansi-escapes@4.3.2","MIT","https://github.com/sindresorhus/ansi-escapes"
"ansi-html-community@0.0.8","Apache-2.0","https://github.com/mahdyar/ansi-html-community"
"ansi-regex@3.0.0","MIT","https://github.com/chalk/ansi-regex"
"ansi-regex@4.1.0","MIT","https://github.com/chalk/ansi-regex"
"ansi-regex@5.0.1","MIT","https://github.com/chalk/ansi-regex"
"ansi-regex@6.0.1","MIT","https://github.com/chalk/ansi-regex"
"ansi-styles@3.2.1","MIT","https://github.com/chalk/ansi-styles"
"ansi-styles@4.3.0","MIT","https://github.com/chalk/ansi-styles"
"ansi-styles@5.2.0","MIT","https://github.com/chalk/ansi-styles"
"any-promise@1.3.0","MIT","https://github.com/kevinbeaty/any-promise"
"anymatch@2.0.0","ISC","https://github.com/micromatch/anymatch"
"anymatch@3.1.2","ISC","https://github.com/micromatch/anymatch"
"arch@2.2.0","MIT","https://github.com/feross/arch"
"argparse@1.0.10","MIT","https://github.com/nodeca/argparse"
"argparse@2.0.1","Python-2.0","https://github.com/nodeca/argparse"
"arr-diff@4.0.0","MIT","https://github.com/jonschlinkert/arr-diff"
"arr-flatten@1.1.0","MIT","https://github.com/jonschlinkert/arr-flatten"
"arr-union@3.1.0","MIT","https://github.com/jonschlinkert/arr-union"
"array-flatten@1.1.1","MIT","https://github.com/blakeembrey/array-flatten"
"array-flatten@2.1.2","MIT","https://github.com/blakeembrey/array-flatten"
"array-union@2.1.0","MIT","https://github.com/sindresorhus/array-union"
"array-unique@0.3.2","MIT","https://github.com/jonschlinkert/array-unique"
"arrify@2.0.1","MIT","https://github.com/sindresorhus/arrify"
"asn1@0.2.4","MIT","https://github.com/joyent/node-asn1"
"assert-plus@1.0.0","MIT","https://github.com/mcavage/node-assert-plus"
"assign-symbols@1.0.0","MIT","https://github.com/jonschlinkert/assign-symbols"
"astral-regex@2.0.0","MIT","https://github.com/kevva/astral-regex"
"async@2.6.3","MIT","https://github.com/caolan/async"
"async@3.2.1","MIT","https://github.com/caolan/async"
"asynckit@0.4.0","MIT","https://github.com/alexindigo/asynckit"
"at-least-node@1.0.0","ISC","https://github.com/RyanZim/at-least-node"
"atob@2.1.2","(MIT OR Apache-2.0)","git://git.coolaj86.com/coolaj86/atob.js"
"autoprefixer@10.3.7","MIT","https://github.com/postcss/autoprefixer"
"aws-sign2@0.7.0","Apache-2.0","https://github.com/mikeal/aws-sign"
"aws4@1.10.1","MIT","https://github.com/mhart/aws4"
"babel-jest@26.6.3","MIT","https://github.com/facebook/jest"
"babel-jest@27.3.1","MIT","https://github.com/facebook/jest"
"babel-loader@8.2.3","MIT","https://github.com/babel/babel-loader"
"babel-plugin-dynamic-import-node@2.3.3","MIT","https://github.com/airbnb/babel-plugin-dynamic-import-node"
"babel-plugin-istanbul@6.1.1","BSD-3-Clause","https://github.com/istanbuljs/babel-plugin-istanbul"
"babel-plugin-jest-hoist@26.6.2","MIT","https://github.com/facebook/jest"
"babel-plugin-jest-hoist@27.2.0","MIT","https://github.com/facebook/jest"
"babel-plugin-polyfill-corejs2@0.2.2","MIT","https://github.com/babel/babel-polyfills"
"babel-plugin-polyfill-corejs3@0.2.5","MIT","https://github.com/babel/babel-polyfills"
"babel-plugin-polyfill-regenerator@0.2.2","MIT","https://github.com/babel/babel-polyfills"
"babel-preset-current-node-syntax@1.0.1","MIT","https://github.com/nicolo-ribaudo/babel-preset-current-node-syntax"
"babel-preset-jest@26.6.2","MIT","https://github.com/facebook/jest"
"babel-preset-jest@27.2.0","MIT","https://github.com/facebook/jest"
"balanced-match@1.0.0","MIT","https://github.com/juliangruber/balanced-match"
"base64-js@1.5.1","MIT","https://github.com/beatgammit/base64-js"
"base@0.11.2","MIT","https://github.com/node-base/base"
